City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
326,shizunai-furukawacho,42.3339,142.3669,42.55,62,40,7.14,JP,1712790512
327,ciudad lazaro cardenas,17.9583,-102.2,81.68,61,27,13.82,MX,1712790499
328,tucano,-10.9631,-38.7867,79.86,74,64,10.22,BR,1712790512
329,mutsu,41.2894,141.2169,46.56,55,2,4.23,JP,1712790512
330,bel ombre,-4.6167,55.4167,83.01,79,100,16.24,SC,1712790512
331,zelenogradsk,54.9589,20.4767,46.45,76,0,15.66,RU,1712790512
332,childress,34.4264,-100.204,71.85,26,0,16.11,US,1712790287
333,sola,-13.8833,167.55,81.48,75,97,2.86,VU,1712790512
334,villa rica,33.7321,-84.9191,69.42,96,100,14.76,US,1712790362
335,yumbe,3.4651,31.2469,70.2,73,30,2.55,UG,1712790512
336,nouadhibou,20.931,-17.0347,66.18,82,0,11.5,MR,1712790513
337,vidyayevo,69.3191,32.8049,36.99,95,100,18.9,RU,1712790513
338,usinsk,65.9939,57.5281,2.07,94,79,8.01,RU,1712790513
339,dorado,18.4588,-66.2677,80.49,85,76,5.01,PR,1712790513
340,iskateley,67.6803,53.1512,15.76,92,100,15.68,RU,1712790513
341,camocim de sao felix,-8.3586,-35.7619,70.59,93,100,2.86,BR,1712790513
342,boguchany,58.3814,97.4531,23.86,91,100,5.5,RU,1712790513
343,mount isa,-20.7333,139.5,67.77,34,45,8.05,AU,1712790513
344,cadale,2.7603,46.3222,84.02,74,21,11.03,SO,1712790513
345,richards bay,-28.783,32.0377,67.87,81,65,20.42,ZA,1712790513
346,saint-denis,48.9167,2.3333,57.36,63,0,6.91,FR,1712790389
347,aitape,-3.1374,142.3475,76.5,94,100,4.65,PG,1712790513
348,lorena,-22.7308,-45.1247,69.17,92,3,1.79,BR,1712790514
349,berwick-upon-tweed,55.7833,-2.0,57.43,85,100,24.14,GB,1712790514
350,renfrew,55.872,-4.3925,56.25,89,100,15.01,GB,1712790514
351,punta cana,18.5818,-68.4043,78.57,69,40,11.5,DO,1712790508
352,uliastay,47.7417,96.8444,33.35,79,88,2.62,MN,1712790514
353,altai,46.3722,96.2583,31.17,71,60,5.21,MN,1712790514
354,wellington,-41.2866,174.7756,72.99,62,100,21.85,NZ,1712790255
355,la gi,10.6667,107.7833,78.04,81,2,15.19,VN,1712790514
356,whitehorse,60.7161,-135.0538,42.1,70,100,7.0,CA,1712790514
357,rajgir,25.0333,85.4167,80.31,20,92,3.2,IN,1712790514
358,krasnokamensk,50.0979,118.0369,37.63,63,100,4.38,RU,1712790514
359,bodo,67.28,14.405,41.04,94,75,28.77,NO,1712790514
360,hailey,43.5196,-114.3153,57.06,29,0,10.0,US,1712790470
361,sorong,-0.8833,131.25,80.51,81,100,3.33,ID,1712790514
